,content,sentiment
583,@peacediva nice r ur plan day oh n happy mother day u happen b mother,1
584,panda express long. missed,0
585,didnt krystal spent night last night..i dnt think posted that. ya laughed lot. squirrel amp house new inside jokes.,1
586,watched yes man. bahaha. movie messed,1
587,@tcwmatt oh no well..... get back lot picture,0
588,heading downtown drink dancing,1
589,@zaidah can t listen music work probably could try start hunting new job monday,0
590,sun shining driving lesson,1
591,sf felt way intense tonight. hope keep up. upset hanging @fascinated pearl,0
592,friday night never fun work saturday morning,0
593,@allicandy testing.... hey gotta add someone follow,1
594,today started well,0
595,omgoodness finally back dinner fam bam,1
596,running past couple day due bad knee still guitar hero metallica arrived kept amused...time rock,0
597,going dirt track race w aaron. really good hair day wish could wear makeup though,0
598,finally home night dinner drinking friends. going sleep now hoping bed spin much.,1
599,@marcftsk haha thanks clarifying that.i thought u meant mr bello. wish could there cousin live,1
600,goodbye sex city let hurry give mi cuz paper work @lailashah summer bk,1
601,@katie noonan think ill that well wanna go out go one go loveyou xx,1
602,@robdyrdek husband wear shirt time think send way,1
603,found quot friend quot isnt actually. hey shit happens.,0
604,go one n smirker cheer dave aka jak aka best chest ever http blip.fm jjcc,1
605,dreaming weekend... awake,1
606,wellington monet exhibition. casually bumped wayne brady hotel lobby mega exciting,1
607,@brento she maybe first mistake. everyone cool @sqlfool brown nose moment,0
608,bored. cold. tired. lethargic feeling. man great holiday monday,1
609,happy mother day mother world especially tweeter mom,1
610,oh gosh so close finishing song can t wait,1
611,@mcflyyerr yeah that s trueee can t wait till tour dvd come out tour epic backstage material hilarious,1
612,celebrated mother s day best lamb roast lunch followed box cadbury s shared around table. wonderful day,1
613,friday gotta work tommorow tho,1
614,@kiitzyy think hahah geez lady hour ago go bed lack sleep bad skin,1
615,wish could choose band played trash june th...hmmm,1
616,@sirhova clownin since got flooded htown april. got repaired thought.,0
617,@sonicsalamander sorry bout migraine. mention really liked cissbury sp pic last week,0
618,@jazzy miss neice can t wait see bad n grown as lol,0
619,@willynorthpole wish,0
620,@elephatt lol thanks you nice meeting aswell looking forward tweetversation,1
621,got new high speed machine stuffed latest technology development office z crashed,0
622,@celebritystatus wifeyyyyyy likey u siky,1
623,wookei never accept psn friend request,0
624,@mileycyrus sorryyy milerz can t vote would love vote work sad frustraded @ @,0
625,sadness top horde guild liked disbanded.,0
626,want go catch happy hour @sonic get strawberry lemonade slush @ameshaye put them ...but dont car...super,1
627,@mattshiloh unfortunately fix work.. oh well lovin peoplebrowsr anyways,0
628,im exploring home xd back vacation nice @ home,1
629,last day maui,0
630,@leathermartini awwwh. sorry glad closer u though,0
631,jobo s tired getting work,0
632,bored kinda lonely parent went lake. friend bring knew bored go.,0
633,@jessmcflyxxx gdgd well better go get ready work haha fun tonight x x,1
634,@redsoxgirl there sadly. first rodeo dear suspect learned lesson,0
635,@rockonrebelchld happy mother s day well good one,1
636,piecing photo quilt boeing employee hung huntington beach. sadly many people quilt pic laid off.,0
637,@typezero hehe...until come back fb friend get twitter respite huh jk,1
638,ordered cuuutest invitation new nieceï¿½s christening arrived back sa. sorry wont make,1
639,could live mediterranean food rest life. miss home,0
640,nice weather..looks like going rain delhi.,1
641,@dopenhagen kl drink,1
642,@honorsociety like butttt going august th concert hurt feeler,0
643,@spiderdj thank you. yes yes. hooray,1
644,time revision listening @direngrey album non stop day again,1
645,well good job two cousin graduate good luck life lt never wear pajama pant school gt,1
646,@kandeezie would love see that,1
647,@secretvampire nice see twitter,1
648,wasnt workin hour id gettin ratarsed point couldnt even see let alone stand up...that shit feel,0
649,thinking life dreams. seem appealing give up im jealous every band artist living,0
650,oh oh going shopping best friend today yaay going much fun need get alot new clothes..,1
651,amazing night girl,1
652,@tommcfly wishing could sï¿½o paulo show fortunately went brasilia one haha,1
653,@msstacy well thanks thinking me ever get scratch one well right here,1
654,@kiwilucy ahhh know win entire thing try avoid thing never work,0
655,@valerierenee bad day,0
656,found one coworkers actually like leaving.,0
657,@darrylep busy yes...but always am. hope great time traveling. go welcome back,1
658,maaaan... way nice outside working.,1
659,@rescapism hahahah tell tomorrow,1
660,@fudgecrumpet saw deforestation.so surprised bad back @mrsfudgecrumpet moan back you.lol,0
661,hanging bff @jasminewho today ya ya @amandababby old friend prayer hope experience help,1
662,liking fake tan orange colour,1
663,@gretchenrubin love this body tell u much sleep need always good mindful mealtime,1
664,writing yearbook make wanna cry,0
665,regret going movie audition today seems like neighbor gonna get call back . http myloc.me rk,0
666,@acousticalt listening,1
667,really go direction time ugh gotta take authority time day say hello stranger beblessed,1
668,@taylorswift woooooooooo coming nottingham point lovelovelove lt,1
669,sometimes wish thing could go back way beginning last summer,0
670,wishing good night everybody,1
671,@mitchelmusso wish could call live uk cash call,0
672,tracy berwick break achy breaky heart split way hallways.,0
673,@werewolfseth well must say lucky you guess mean chillin concert huh,1
674,got cofo late close today close monday....back meet buyer tonight show home,0
675,@panicitsleslie aww that s still awesome. fun though assume.,1
676,@fishieee haha gross time come back. tell .. yum vancouver malay spot soon go indian,1
677,dont wanna work tomorrow get paid,0
678,another week start,0
679,happy bank holiday,1
680,@mrstreme thanks much back tour soon. two new book pipeline,1
681,happy star war dayyyy d hbd uncle lee,1
682,draining iphone battery half day without making single call suck month old huge fail apple s part,0
683,downtown fun tonight walk back car rediculous lol,1
684,@orli @snapily famous houston take look http is.gd ysah,1
685,wlcome @johiw proud girlfriend,1
686,manchester wayyyyy busy warm today also,0
687,annoyed missed mitch benn @ lemon tree. damn what s on,0
688,rockin river me tonight...,0
689,good morning everyone,1
690,nice win dodger giant,1
691,@feltbeats that s right... kick down.,0
692,@jennywoo bbq chicken pizza last night although deep dish glad hear fun p.r.,1
693,@shanellelee oooooo no not glad hear incredible though still bookmarked try sometime,1
694,got brainbone daily question right http tinyurl.com cryqc,1
695,sitting outside cold ocean glass wine.,0
696,desperate need tweet cheer,0
697,@punisher got twitter yayy xxx,1
698,@cassieebee aint ur ff list im hurt,0
699,many farewell party sad see people leaving ..,0
700,@iaquarian heart mela much cept last time went booked u saturday instead friday feed u,0
701,hoisin duck pizza salt pepper pizza gelato dinner edmund jade. good time,1
702,@jasonbradbury addicted sociable.,1
703,really wanted job,0
704,@mumphlett good girl nevah tell hahahahaha hope good weekend,1
705,@lisaxjbx goodnight trending topics. lol,1
706,live live dj jayem bb e.s.r click http listen.asx,1
707,... and person stood them. world full spineless cunts. make sad,0
708,@rorzshach wish good tbh,0
709,@irish yeah good. startled me.,1
710,@simoncurtis haha ...your hotter justin timberlake,1
711,congratulation manny quot pacman quot pacquiao made every filipino proud filipino,1
712,getting ready school second math test today also last day rd year next week officially th year,1
713,reminder anyone @ultimatepetshow thepet.net award pet friendly business uk awarded .pm,1
714,ugh soooo much work today trying make train game... looking like hour sunday office.,0
715,feelin bit dangerous . watch tha vids http bit.ly xus,1
716,omg keep losing follower sad want one day....thats goal d,0
717,@kimmycakezz yes ma am u pretty smile. also eat chipotle me.,0
718,@poojashetye break via second phone call,0
719,@spacerbunny oh suck thank god laptop,0
720,really miss photofiltre photoscape gimp damn confusing,0
721,@sandsp thanks followfriday suggestion,1
722,@laurenyant mean spend time alone friend family. sad,0
723,@geramie yeah thinking ahaha,1
724,borred everyone doingn check link profile,0
725,@kkkrista cuddle afterwards. like cuddle turning trick van buren,0
726,darn allergy like time year this never used problem either,0
727,dumb. keep losing follower,0
728,hate paint nail cant suck thumb taste bad,0
729,@sageeb say nicest things.,1
730,feel like shit,0
731,@rjramos cool,1
732,headache,0
733,feeling frustrated...i can t get thing work,0
734,@one call awww wish could talking minute,0
735,@intriguingds ... you,1
736,could tell gonna angry day...,0
737,ima go sleep now. good night. dnt let bed bug bite. haha.,1
738,@vautlapeine ... mean fam minus ahugs,0
739,listening jubey snoring phone hehe goodnight,1
740,lmao come mad reply im like damn im missed ... damn follow friday lmao im still important missed,0
741,woah awesome show glad back hotel though.. nightie night happy mother s day mommy s,1
742,@papermelody although bit tighter smaaaaller last pair baggy hell get front wedgie,0
743,@flippy deh wish deal bought macbook december but.. least got buck off ],1
744,@hatzmusic got guy chat lol.,1
745,@lovelybookie yaaaay mish following gab,1
746,rehearsal...gonna miss game please keep updated go nugget,0
747,@pauliniunia best show ever,1
748,done chocoslam brother. usual failures. finally burnt tongue. hahahaha stupid me.,1
749,@stacyday yeah trimet say hr trip get home ish arrive everyone leaving.,0
750,sick home bored want get better already enjoy college grad,0
751,working weekend,0
752,@kimberlynicole yay happy got meet her,1
753,doc said bone look quot fine enough. quot also see rhumatologist. old lady,0
754,happy mother s day mm mum hope lovely day mamam,0
755,livin ur iznt nice all. miss mum,0
756,@commander cool yep here s hoping,1
757,@sweena ... can t charge hour then,0
758,family guy rerun food and good phone conversation ah saturdays.,1
759,finally going home long night.. ready crash awesome dream,1
760,ever told absolutly hate writing email status pdates fine email much...finality...to,0
761,girl across hall say cat got landlord showing apt. heartbreaking,0
762,@gdrage lol teach blindly trust amazon search result without reading,1
763,listening mcr watching dvd s chocolate hehe awesome,1
764,hitting bar two people lame tonight,0
765,@ifelixgonzalez really look like going rain gray.... la bummer sumtimes,1
766,working ready go.,1
767,happy star war day everyone,1
768,got home let u connected god constantly,0
769,epic ocd moment deleted sims file spent hour building set favorite food wrong,0
